Time,Elevation_deg,dT_m
2024-01-01 11:13:48.870688,6.72,18.0540
2024-01-01 11:13:51.870688,6.69,18.1095
2024-01-01 11:13:58.870688,6.63,18.2480
2024-01-01 11:14:01.870688,6.61,18.3112
2024-01-01 11:14:08.870688,6.54,18.4681
2024-01-01 11:14:11.870688,6.51,18.5394
2024-01-01 11:14:18.870688,6.44,18.7155
2024-01-01 11:14:21.870688,6.41,18.7953
2024-01-01 11:14:28.870688,6.33,18.9917
2024-01-01 11:14:31.870688,6.30,19.0805
2024-01-01 11:14:38.870688,6.21,19.2985
2024-01-01 11:14:41.870688,6.18,19.3968
2024-01-01 11:14:48.870688,6.09,19.6377
2024-01-01 11:14:51.870688,6.05,19.7462
2024-01-01 11:14:58.870688,5.95,20.0117
2024-01-01 11:15:01.870688,5.91,20.1310
2024-01-01 11:15:08.870688,5.81,20.4228
2024-01-01 11:15:11.870688,5.76,20.5538
2024-01-01 11:15:18.870688,5.66,20.8740
2024-01-01 11:15:21.870688,5.61,21.0177
2024-01-01 11:15:28.870688,5.50,21.3686
2024-01-01 11:15:31.870688,5.45,21.5260
2024-01-01 11:15:38.870688,5.33,21.9103
2024-01-01 11:15:41.870688,5.28,22.0826
2024-01-01 11:15:48.870688,5.16,22.5033
2024-01-01 11:15:51.870688,5.11,22.6919
2024-01-01 11:17:28.870689,3.09,32.8096
2024-01-01 11:17:31.870689,3.02,33.3074
2024-01-01 11:17:38.870689,2.85,34.5348
2024-01-01 11:17:41.870689,2.78,35.0909
2024-01-01 11:18:01.870689,2.29,39.3372
2024-01-01 11:18:08.870689,2.12,41.0846
2024-01-01 11:18:11.870689,2.04,41.8827
2024-01-01 11:18:18.870689,1.86,43.8728
2024-01-01 11:18:21.870689,1.79,44.7855
2024-01-01 11:18:28.870689,1.61,47.0724
2024-01-01 11:18:31.870689,1.53,48.1269
2024-01-01 13:07:28.870719,9.44,13.3263
2024-01-01 13:07:31.870719,9.55,13.1772
2024-01-01 13:07:38.870719,9.82,12.8429
2024-01-01 13:07:41.870719,9.94,12.7053
2024-01-01 13:07:48.870719,10.21,12.3966
2024-01-01 13:07:51.870719,10.32,12.2694
2024-01-01 13:07:58.870719,10.59,11.9839
2024-01-01 13:08:01.870719,10.70,11.8662
2024-01-01 13:08:08.870719,10.96,11.6017
2024-01-01 13:08:11.870719,11.08,11.4925
2024-01-01 13:08:18.870719,11.34,11.2473
2024-01-01 13:08:21.870719,11.45,11.1460
2024-01-01 13:08:28.870719,11.70,10.9183
2024-01-01 13:08:31.870719,11.81,10.8243
2024-01-01 13:08:38.870719,12.06,10.6128
2024-01-01 13:08:41.870719,12.17,10.5254
2024-01-01 13:08:48.870720,12.42,10.3289
2024-01-01 13:08:51.870720,12.52,10.2476
2024-01-01 13:08:58.870720,12.76,10.0649
2024-01-01 13:09:01.870720,12.87,9.9893
2024-01-01 13:09:08.870720,13.10,9.8194
2024-01-01 13:09:11.870720,13.21,9.7492
2024-01-01 13:09:18.870720,13.44,9.5912
2024-01-01 13:09:21.870720,13.53,9.5259
2024-01-01 13:09:28.870720,13.76,9.3791
2024-01-01 13:09:31.870720,13.85,9.3184
2024-01-01 13:09:38.870720,14.07,9.1821
2024-01-01 13:09:41.870720,14.16,9.1258
2024-01-01 13:09:48.870720,14.38,8.9992
2024-01-01 13:09:51.870720,14.46,8.9470
2024-01-01 13:09:58.870720,14.67,8.8298
2024-01-01 13:10:01.870720,14.75,8.7814
2024-01-01 13:10:08.870720,14.95,8.6730
2024-01-01 13:10:11.870720,15.03,8.6283
2024-01-01 13:10:18.870720,15.22,8.5282
2024-01-01 13:10:21.870720,15.30,8.4871
2024-01-01 13:10:28.870720,15.47,8.3949
2024-01-01 13:10:31.870720,15.55,8.3571
2024-01-01 13:10:38.870720,15.72,8.2725
2024-01-01 13:10:41.870720,15.79,8.2379
2024-01-01 13:10:48.870720,15.95,8.1606
2024-01-01 13:10:51.870720,16.01,8.1290
2024-01-01 13:10:58.870720,16.16,8.0588
2024-01-01 13:11:01.870720,16.22,8.0301
2024-01-01 13:11:08.870720,16.36,7.9666
2024-01-01 13:11:11.870720,16.41,7.9408
2024-01-01 13:11:18.870720,16.54,7.8839
2024-01-01 13:11:21.870720,16.59,7.8608
2024-01-01 13:11:28.870720,16.70,7.8102
2024-01-01 13:11:31.870720,16.75,7.7899
2024-01-01 13:11:38.870720,16.85,7.7454
2024-01-01 13:11:41.870720,16.89,7.7277
2024-01-01 13:11:48.870720,16.98,7.6893
2024-01-01 13:11:51.870720,17.02,7.6742
2024-01-01 13:11:58.870720,17.09,7.6417
2024-01-01 13:12:01.870720,17.12,7.6290
2024-01-01 13:12:08.870720,17.19,7.6024
2024-01-01 13:12:11.870720,17.21,7.5922
2024-01-01 13:12:18.870720,17.26,7.5713
2024-01-01 13:12:21.870720,17.28,7.5636
2024-01-01 13:12:28.870721,17.32,7.5484
2024-01-01 13:12:31.870721,17.33,7.5430
2024-01-01 13:12:38.870721,17.35,7.5334
2024-01-01 13:12:41.870721,17.36,7.5305
2024-01-01 13:12:48.870721,17.37,7.5265
2024-01-01 13:12:51.870721,17.37,7.5260
2024-01-01 13:12:58.870721,17.37,7.5277
2024-01-01 13:13:01.870721,17.36,7.5295
2024-01-01 13:13:08.870721,17.35,7.5368
2024-01-01 13:13:11.870721,17.34,7.5411
2024-01-01 13:13:18.870721,17.30,7.5539
2024-01-01 13:13:21.870721,17.29,7.5606
2024-01-01 13:13:28.870721,17.24,7.5791
2024-01-01 13:13:31.870721,17.22,7.5883
2024-01-01 13:13:38.870721,17.16,7.6126
2024-01-01 13:13:41.870721,17.14,7.6242
2024-01-01 13:13:48.870721,17.06,7.6543
2024-01-01 13:13:51.870721,17.03,7.6684
2024-01-01 13:13:58.870721,16.95,7.7044
2024-01-01 13:14:01.870721,16.91,7.7211
2024-01-01 13:14:08.870721,16.81,7.7631
2024-01-01 13:14:11.870721,16.77,7.7824
2024-01-01 13:14:18.870721,16.66,7.8306
2024-01-01 13:14:21.870721,16.61,7.8526
2024-01-01 13:14:28.870721,16.49,7.9071
2024-01-01 13:14:31.870721,16.43,7.9319
2024-01-01 13:14:38.870721,16.30,7.9929
2024-01-01 13:14:41.870721,16.24,8.0205
2024-01-01 13:14:48.870721,16.10,8.0883
2024-01-01 13:14:51.870721,16.03,8.1188
2024-01-01 13:14:58.870721,15.88,8.1936
2024-01-01 13:15:01.870721,15.81,8.2272
2024-01-01 13:15:08.870721,15.64,8.3093
2024-01-01 13:15:11.870721,15.57,8.3460
2024-01-01 13:15:18.870721,15.40,8.4356
2024-01-01 13:15:21.870721,15.32,8.4757
2024-01-01 13:15:28.870721,15.13,8.5733
2024-01-01 13:15:31.870721,15.05,8.6168
2024-01-01 13:15:38.870721,14.86,8.7227
2024-01-01 13:15:41.870721,14.77,8.7699
2024-01-01 13:15:48.870721,14.57,8.8846
2024-01-01 13:15:51.870721,14.48,8.9356
2024-01-01 13:15:58.870722,14.27,9.0595
2024-01-01 13:16:01.870722,14.18,9.1147
2024-01-01 13:16:08.870722,13.97,9.2484
2024-01-01 13:16:11.870722,13.87,9.3079
2024-01-01 13:16:18.870722,13.65,9.4520
2024-01-01 13:16:21.870722,13.55,9.5161
2024-01-01 13:16:28.870722,13.32,9.6713
2024-01-01 13:16:31.870722,13.22,9.7404
2024-01-01 13:16:38.870722,12.98,9.9075
2024-01-01 13:16:41.870722,12.88,9.9818
2024-01-01 13:16:48.870722,12.64,10.1617
2024-01-01 13:16:51.870722,12.53,10.2417
2024-01-01 13:16:58.870722,12.28,10.4354
2024-01-01 13:17:01.870722,12.18,10.5215
2024-01-01 13:17:08.870722,11.92,10.7301
2024-01-01 13:17:11.870722,11.81,10.8228
2024-01-01 13:17:18.870722,11.56,11.0475
2024-01-01 13:17:21.870722,11.45,11.1475
2024-01-01 13:17:28.870722,11.18,11.3897
2024-01-01 13:17:31.870722,11.07,11.4975
2024-01-01 13:17:38.870722,10.81,11.7589
2024-01-01 13:17:41.870722,10.69,11.8753
2024-01-01 13:17:48.870722,10.43,12.1577
2024-01-01 13:17:51.870722,10.31,12.2836
2024-01-01 13:17:58.870722,10.04,12.5891
2024-01-01 13:18:01.870722,9.92,12.7253
2024-01-01 13:18:08.870722,9.65,13.0564
2024-01-01 13:18:11.870722,9.53,13.2041
2024-01-01 13:18:18.870722,9.26,13.5634
2024-01-01 13:18:21.870722,9.14,13.7239
2024-01-01 13:18:28.870722,8.86,14.1147
2024-01-01 13:18:31.870722,8.74,14.2895
2024-01-01 13:18:38.870722,8.46,14.7154
2024-01-01 13:18:41.870722,8.34,14.9061
2024-01-01 13:18:48.870722,8.06,15.3715
2024-01-01 13:18:51.870722,7.94,15.5802
2024-01-01 13:18:58.870722,7.66,16.0901
2024-01-01 13:19:01.870722,7.54,16.3190
2024-01-01 13:19:08.870722,7.25,16.8793
2024-01-01 13:19:11.870722,7.13,17.1312
2024-01-01 13:19:18.870722,6.85,17.7489
2024-01-01 13:19:21.870722,6.73,18.0271
2024-01-01 13:19:28.870722,6.44,18.7103
2024-01-01 13:19:31.870722,6.32,19.0186
2024-01-01 13:19:38.870723,6.04,19.7773
2024-01-01 13:19:41.870723,5.91,20.1203
2024-01-01 13:19:48.870723,5.63,20.9662
2024-01-01 13:19:51.870723,5.51,21.3496
2024-01-01 13:19:58.870723,5.22,22.2969
2024-01-01 13:20:01.870723,5.10,22.7273
2024-01-01 13:20:58.870723,2.78,35.0809
2024-01-01 13:21:01.870723,2.66,36.0561
2024-01-01 13:21:08.870723,2.38,38.5257
2024-01-01 13:21:11.870723,2.26,39.6764
2024-01-01 13:21:18.870723,1.97,42.6101
2024-01-01 13:21:21.870723,1.85,43.9875
2024-01-01 15:02:58.870751,12.66,10.1466
2024-01-01 15:03:01.870751,12.87,9.9856
2024-01-01 15:03:08.870751,13.39,9.6254
2024-01-01 15:03:11.870751,13.61,9.4774
2024-01-01 15:03:18.870751,14.13,9.1456
2024-01-01 15:03:21.870751,14.36,9.0090
2024-01-01 15:03:28.870751,14.90,8.7025
2024-01-01 15:03:31.870751,15.13,8.5761
2024-01-01 15:03:38.870751,15.68,8.2922
2024-01-01 15:03:41.870751,15.92,8.1749
2024-01-01 15:03:48.870751,16.48,7.9111
2024-01-01 15:03:51.870751,16.72,7.8020
2024-01-01 15:03:58.870751,17.30,7.5563
2024-01-01 15:04:01.870751,17.55,7.4547
2024-01-01 15:04:08.870751,18.14,7.2253
2024-01-01 15:04:11.870751,18.39,7.1303
2024-01-01 15:04:18.870751,19.00,6.9158
2024-01-01 15:04:21.870751,19.26,6.8268
2024-01-01 15:04:28.870751,19.89,6.6257
2024-01-01 15:04:31.870751,20.16,6.5422
2024-01-01 15:04:38.870751,20.79,6.3534
2024-01-01 15:04:41.870751,21.07,6.2750
2024-01-01 15:04:48.870751,21.73,6.0974
2024-01-01 15:04:51.870751,22.01,6.0235
2024-01-01 15:04:58.870751,22.69,5.8563
2024-01-01 15:05:01.870751,22.98,5.7866
2024-01-01 15:05:08.870751,23.67,5.6288
2024-01-01 15:05:11.870751,23.98,5.5631
2024-01-01 15:05:18.870751,24.69,5.4140
2024-01-01 15:05:21.870751,25.00,5.3519
2024-01-01 15:05:28.870751,25.73,5.2110
2024-01-01 15:05:31.870751,26.05,5.1522
2024-01-01 15:05:38.870751,26.81,5.0188
2024-01-01 15:05:41.870751,27.14,4.9631
2024-01-01 15:05:48.870751,27.92,4.8368
2024-01-01 15:05:51.870751,28.26,4.7840
2024-01-01 15:05:58.870752,29.06,4.6642
2024-01-01 15:06:01.870752,29.41,4.6142
2024-01-01 15:06:08.870752,30.23,4.5005
2024-01-01 15:06:11.870752,30.59,4.4531
2024-01-01 15:06:18.870752,31.45,4.3452
2024-01-01 15:06:21.870752,31.82,4.3002
2024-01-01 15:06:28.870752,32.70,4.1979
2024-01-01 15:06:31.870752,33.08,4.1551
2024-01-01 15:06:38.870752,33.98,4.0580
2024-01-01 15:06:41.870752,34.38,4.0175
2024-01-01 15:06:48.870752,35.31,3.9253
2024-01-01 15:06:51.870752,35.72,3.8868
2024-01-01 15:06:58.870752,36.68,3.7994
2024-01-01 15:07:01.870752,37.09,3.7629
2024-01-01 15:07:08.870752,38.08,3.6801
2024-01-01 15:07:11.870752,38.51,3.6455
2024-01-01 15:07:18.870752,39.53,3.5671
2024-01-01 15:07:21.870752,39.97,3.5344
2024-01-01 15:07:28.870752,41.01,3.4602
2024-01-01 15:07:31.870752,41.46,3.4293
2024-01-01 15:07:38.870752,42.54,3.3592
2024-01-01 15:07:41.870752,43.00,3.3301
2024-01-01 15:07:48.870752,44.09,3.2641
2024-01-01 15:07:51.870752,44.57,3.2367
2024-01-01 15:07:58.870752,45.69,3.1747
2024-01-01 15:08:01.870752,46.17,3.1490
2024-01-01 15:08:08.870752,47.31,3.0909
2024-01-01 15:08:11.870752,47.80,3.0668
2024-01-01 15:08:18.870752,48.96,3.0126
2024-01-01 15:08:21.870752,49.45,2.9902
2024-01-01 15:08:28.870752,50.62,2.9399
2024-01-01 15:08:31.870752,51.12,2.9191
2024-01-01 15:08:38.870752,52.29,2.8727
2024-01-01 15:08:41.870752,52.79,2.8536
2024-01-01 15:08:48.870752,53.96,2.8109
2024-01-01 15:08:51.870752,54.45,2.7935
2024-01-01 15:08:58.870752,55.60,2.7547
2024-01-01 15:09:01.870752,56.09,2.7389
2024-01-01 15:09:08.870752,57.21,2.7040
2024-01-01 15:09:11.870752,57.68,2.6898
2024-01-01 15:09:18.870752,58.76,2.6588
2024-01-01 15:09:21.870752,59.21,2.6464
2024-01-01 15:09:28.870752,60.22,2.6193
2024-01-01 15:09:31.870752,60.64,2.6085
2024-01-01 15:09:38.870753,61.56,2.5854
2024-01-01 15:09:41.870753,61.94,2.5763
2024-01-01 15:09:48.870753,62.76,2.5572
2024-01-01 15:09:51.870753,63.08,2.5498
2024-01-01 15:09:58.870753,63.76,2.5347
2024-01-01 15:10:01.870753,64.02,2.5291
2024-01-01 15:10:08.870753,64.55,2.5180
2024-01-01 15:10:11.870753,64.74,2.5141
2024-01-01 15:10:18.870754,65.08,2.5071
2024-01-01 15:10:21.870754,65.18,2.5050
2024-01-01 15:10:28.870754,65.33,2.5020
2024-01-01 15:10:31.870754,65.35,2.5017
2024-01-01 15:10:38.870754,65.29,2.5028
2024-01-01 15:10:41.870754,65.22,2.5042
2024-01-01 15:10:48.870754,64.96,2.5094
2024-01-01 15:10:51.870754,64.81,2.5126
2024-01-01 15:10:58.870754,64.36,2.5219
2024-01-01 15:11:01.870754,64.13,2.5268
2024-01-01 15:11:08.870754,63.51,2.5402
2024-01-01 15:11:11.870754,63.22,2.5468
2024-01-01 15:11:18.870754,62.45,2.5642
2024-01-01 15:11:21.870754,62.10,2.5726
2024-01-01 15:11:28.870754,61.21,2.5941
2024-01-01 15:11:31.870754,60.81,2.6041
2024-01-01 15:11:38.870754,59.83,2.6296
2024-01-01 15:11:41.870754,59.39,2.6414
2024-01-01 15:11:48.870754,58.33,2.6708
2024-01-01 15:11:51.870754,57.87,2.6843
2024-01-01 15:11:58.870754,56.76,2.7177
2024-01-01 15:12:01.870754,56.28,2.7329
2024-01-01 15:12:08.870754,55.13,2.7702
2024-01-01 15:12:11.870754,54.64,2.7871
2024-01-01 15:12:18.870754,53.47,2.8283
2024-01-01 15:12:21.870754,52.97,2.8468
2024-01-01 15:12:28.870754,51.80,2.8920
2024-01-01 15:12:31.870754,51.29,2.9122
2024-01-01 15:12:38.870754,50.12,2.9612
2024-01-01 15:12:41.870754,49.62,2.9831
2024-01-01 15:12:48.870754,48.45,3.0361
2024-01-01 15:12:51.870754,47.95,3.0596
2024-01-01 15:12:58.870754,46.80,3.1165
2024-01-01 15:13:01.870754,46.31,3.1418
2024-01-01 15:13:08.870754,45.17,3.2027
2024-01-01 15:13:11.870754,44.69,3.2296
2024-01-01 15:13:18.870754,43.58,3.2946
2024-01-01 15:13:21.870754,43.11,3.3233
2024-01-01 15:13:28.870754,42.02,3.3923
2024-01-01 15:13:31.870754,41.56,3.4228
2024-01-01 15:13:38.870754,40.50,3.4960
2024-01-01 15:13:41.870754,40.05,3.5283
2024-01-01 15:13:48.870754,39.02,3.6059
2024-01-01 15:13:51.870754,38.58,3.6401
2024-01-01 15:13:58.870755,37.57,3.7221
2024-01-01 15:14:01.870755,37.15,3.7582
2024-01-01 15:14:08.870755,36.17,3.8448
2024-01-01 15:14:11.870755,35.76,3.8829
2024-01-01 15:14:18.870755,34.81,3.9743
2024-01-01 15:14:21.870755,34.41,4.0146
2024-01-01 15:14:28.870755,33.48,4.1110
2024-01-01 15:14:31.870755,33.09,4.1534
2024-01-01 15:14:38.870755,32.20,4.2551
2024-01-01 15:14:41.870755,31.82,4.2998
2024-01-01 15:14:48.870755,30.95,4.4071
2024-01-01 15:14:51.870755,30.59,4.4542
2024-01-01 15:14:58.870755,29.74,4.5673
2024-01-01 15:15:01.870755,29.39,4.6171
2024-01-01 15:15:08.870755,28.57,4.7364
2024-01-01 15:15:11.870755,28.22,4.7889
2024-01-01 15:15:18.870755,27.43,4.9148
2024-01-01 15:15:21.870755,27.10,4.9703
2024-01-01 15:15:28.870755,26.33,5.1033
2024-01-01 15:15:31.870755,26.00,5.1619
2024-01-01 15:15:38.870755,25.25,5.3024
2024-01-01 15:15:41.870755,24.94,5.3644
2024-01-01 15:15:48.870755,24.21,5.5132
2024-01-01 15:15:51.870755,23.90,5.5788
2024-01-01 15:15:58.870755,23.20,5.7364
2024-01-01 15:16:01.870755,22.90,5.8059
2024-01-01 15:16:08.870755,22.21,5.9731
2024-01-01 15:16:11.870755,21.92,6.0469
2024-01-01 15:16:18.870755,21.25,6.2244
2024-01-01 15:16:21.870755,20.97,6.3029
2024-01-01 15:16:28.870755,20.32,6.4918
2024-01-01 15:16:31.870755,20.05,6.5753
2024-01-01 15:16:38.870755,19.42,6.7765
2024-01-01 15:16:41.870755,19.15,6.8656
2024-01-01 15:16:48.870755,18.53,7.0805
2024-01-01 15:16:51.870755,18.27,7.1757
2024-01-01 15:16:58.870755,17.67,7.4056
2024-01-01 15:17:01.870755,17.42,7.5075
2024-01-01 15:17:08.870755,16.83,7.7539
2024-01-01 15:17:11.870755,16.58,7.8634
2024-01-01 15:17:18.870755,16.01,8.1281
2024-01-01 15:17:21.870755,15.77,8.2459
2024-01-01 15:17:28.870756,15.21,8.5311
2024-01-01 15:17:31.870756,14.98,8.6581
2024-01-01 15:17:38.870756,14.43,8.9662
2024-01-01 15:17:41.870756,14.20,9.1036
2024-01-01 15:17:48.870756,13.67,9.4374
2024-01-01 15:17:51.870756,13.44,9.5864
2024-01-01 15:17:58.870756,12.92,9.9492
2024-01-01 15:18:01.870756,12.70,10.1114
2024-01-01 15:18:08.870756,12.19,10.5070
2024-01-01 15:18:11.870756,11.98,10.6842
2024-01-01 15:18:18.870756,11.48,11.1172
2024-01-01 15:18:21.870756,11.27,11.3115
2024-01-01 15:18:28.870756,10.78,11.7872
2024-01-01 15:18:31.870756,10.57,12.0012
2024-01-01 15:18:38.870756,10.09,12.5262
2024-01-01 15:18:41.870756,9.89,12.7628
2024-01-01 15:18:48.870756,9.42,13.3448
2024-01-01 15:18:51.870756,9.22,13.6078
2024-01-01 15:18:58.870756,8.76,14.2562
2024-01-01 15:19:01.870756,8.57,14.5500
2024-01-01 15:19:08.870756,8.12,15.2763
2024-01-01 15:19:11.870756,7.93,15.6063
2024-01-01 15:19:18.870756,7.48,16.4248
2024-01-01 15:19:21.870756,7.29,16.7979
2024-01-01 15:19:28.870756,6.86,17.7260
2024-01-01 15:19:31.870756,6.67,18.1505
2024-01-01 15:19:38.870756,6.25,19.2104
2024-01-01 15:19:41.870756,6.06,19.6970
2024-01-01 15:19:48.870756,5.64,20.9165
2024-01-01 15:19:51.870756,5.47,21.4786
2024-01-01 16:59:48.870783,11.54,11.0581
2024-01-01 16:59:51.870783,11.71,10.9138
2024-01-01 16:59:58.870783,12.09,10.5906
2024-01-01 17:00:01.870783,12.25,10.4577
2024-01-01 17:00:08.870783,12.64,10.1594
2024-01-01 17:00:11.870783,12.80,10.0366
2024-01-01 17:00:18.870783,13.19,9.7607
2024-01-01 17:00:21.870783,13.35,9.6470
2024-01-01 17:00:28.870783,13.74,9.3914
2024-01-01 17:00:31.870783,13.91,9.2859
2024-01-01 17:00:38.870784,14.29,9.0487
2024-01-01 17:00:41.870784,14.46,8.9506
2024-01-01 17:00:48.870784,14.85,8.7301
2024-01-01 17:00:51.870784,15.01,8.6389
2024-01-01 17:00:58.870784,15.40,8.4336
2024-01-01 17:01:01.870784,15.56,8.3487
2024-01-01 17:01:08.870784,15.95,8.1574
2024-01-01 17:01:11.870784,16.12,8.0782
2024-01-01 17:01:18.870784,16.50,7.8997
2024-01-01 17:01:21.870784,16.67,7.8259
2024-01-01 17:01:28.870784,17.05,7.6593
2024-01-01 17:01:31.870784,17.22,7.5903
2024-01-01 17:01:38.870784,17.60,7.4347
2024-01-01 17:01:41.870784,17.76,7.3703
2024-01-01 17:01:48.870784,18.14,7.2249
2024-01-01 17:01:51.870784,18.30,7.1647
2024-01-01 17:01:58.870784,18.68,7.0289
2024-01-01 17:02:01.870784,18.84,6.9727
2024-01-01 17:02:08.870784,19.21,6.8458
2024-01-01 17:02:11.870784,19.36,6.7933
2024-01-01 17:02:18.870784,19.73,6.6748
2024-01-01 17:02:21.870784,19.89,6.6258
2024-01-01 17:02:28.870784,20.24,6.5152
2024-01-01 17:02:31.870784,20.40,6.4695
2024-01-01 17:02:38.870784,20.75,6.3664
2024-01-01 17:02:41.870784,20.90,6.3238
2024-01-01 17:02:48.870784,21.24,6.2278
2024-01-01 17:02:51.870784,21.39,6.1882
2024-01-01 17:02:58.870784,21.72,6.0990
2024-01-01 17:03:01.870784,21.86,6.0621
2024-01-01 17:03:08.870784,22.19,5.9794
2024-01-01 17:03:11.870784,22.32,5.9453
2024-01-01 17:03:18.870784,22.64,5.8687
2024-01-01 17:03:21.870784,22.77,5.8372
2024-01-01 17:03:28.870784,23.07,5.7666
2024-01-01 17:03:31.870784,23.19,5.7376
2024-01-01 17:03:38.870784,23.48,5.6727
2024-01-01 17:03:41.870784,23.60,5.6461
2024-01-01 17:03:48.870784,23.87,5.5867
2024-01-01 17:03:51.870784,23.98,5.5625
2024-01-01 17:03:58.870784,24.23,5.5085
2024-01-01 17:04:01.870784,24.34,5.4865
2024-01-01 17:04:08.870784,24.57,5.4378
2024-01-01 17:04:11.870784,24.67,5.4180
2024-01-01 17:04:18.870785,24.89,5.3745
2024-01-01 17:04:21.870785,24.97,5.3568
2024-01-01 17:04:28.870785,25.17,5.3182
2024-01-01 17:04:31.870785,25.25,5.3028
2024-01-01 17:04:38.870785,25.43,5.2691
2024-01-01 17:04:41.870785,25.50,5.2557
2024-01-01 17:04:48.870785,25.65,5.2268
2024-01-01 17:04:51.870785,25.71,5.2155
2024-01-01 17:04:58.870785,25.84,5.1914
2024-01-01 17:05:01.870785,25.89,5.1820
2024-01-01 17:05:08.870785,26.00,5.1626
2024-01-01 17:05:11.870785,26.04,5.1553
2024-01-01 17:05:18.870785,26.12,5.1406
2024-01-01 17:05:21.870785,26.15,5.1353
2024-01-01 17:05:28.870785,26.20,5.1252
2024-01-01 17:05:31.870785,26.22,5.1218
2024-01-01 17:05:38.870785,26.25,5.1163
2024-01-01 17:05:41.870785,26.26,5.1150
2024-01-01 17:05:48.870785,26.26,5.1141
2024-01-01 17:05:51.870785,26.26,5.1147
2024-01-01 17:05:58.870785,26.24,5.1184
2024-01-01 17:06:01.870785,26.23,5.1209
2024-01-01 17:06:08.870785,26.18,5.1293
2024-01-01 17:06:11.870785,26.15,5.1338
2024-01-01 17:06:18.870785,26.08,5.1468
2024-01-01 17:06:21.870785,26.05,5.1533
2024-01-01 17:06:28.870785,25.95,5.1709
2024-01-01 17:06:31.870785,25.90,5.1794
2024-01-01 17:06:38.870785,25.78,5.2017
2024-01-01 17:06:41.870785,25.73,5.2123
2024-01-01 17:06:48.870785,25.58,5.2393
2024-01-01 17:06:51.870785,25.52,5.2519
2024-01-01 17:06:58.870785,25.35,5.2838
2024-01-01 17:07:01.870785,25.27,5.2985
2024-01-01 17:07:08.870785,25.08,5.3352
2024-01-01 17:07:11.870785,25.00,5.3520
2024-01-01 17:07:18.870785,24.79,5.3938
2024-01-01 17:07:21.870785,24.70,5.4127
2024-01-01 17:07:28.870785,24.47,5.4595
2024-01-01 17:07:31.870785,24.36,5.4807
2024-01-01 17:07:38.870785,24.12,5.5327
2024-01-01 17:07:41.870785,24.01,5.5561
2024-01-01 17:07:48.870786,23.74,5.6135
2024-01-01 17:07:51.870786,23.63,5.6393
2024-01-01 17:07:58.870786,23.35,5.7021
2024-01-01 17:08:01.870786,23.22,5.7303
2024-01-01 17:08:08.870786,22.93,5.7988
2024-01-01 17:08:11.870786,22.80,5.8295
2024-01-01 17:08:18.870786,22.49,5.9039
2024-01-01 17:08:21.870786,22.36,5.9371
2024-01-01 17:08:28.870786,22.04,6.0177
2024-01-01 17:08:31.870786,21.90,6.0536
2024-01-01 17:08:38.870786,21.56,6.1405
2024-01-01 17:08:41.870786,21.42,6.1792
2024-01-01 17:08:48.870786,21.08,6.2728
2024-01-01 17:08:51.870786,20.93,6.3145
2024-01-01 17:08:58.870786,20.58,6.4151
2024-01-01 17:09:01.870786,20.43,6.4598
2024-01-01 17:09:08.870786,20.07,6.5678
2024-01-01 17:09:11.870786,19.92,6.6157
2024-01-01 17:09:18.870786,19.55,6.7315
2024-01-01 17:09:21.870786,19.40,6.7829
2024-01-01 17:09:28.870786,19.03,6.9070
2024-01-01 17:09:31.870786,18.87,6.9620
2024-01-01 17:09:38.870786,18.49,7.0948
2024-01-01 17:09:41.870786,18.33,7.1537
2024-01-01 17:09:48.870786,17.95,7.2960
2024-01-01 17:09:51.870786,17.79,7.3590
2024-01-01 17:09:58.870786,17.41,7.5113
2024-01-01 17:10:01.870786,17.24,7.5788
2024-01-01 17:10:08.870786,16.86,7.7418
2024-01-01 17:10:11.870786,16.69,7.8141
2024-01-01 17:10:18.870786,16.31,7.9887
2024-01-01 17:10:21.870786,16.14,8.0662
2024-01-01 17:10:28.870786,15.76,8.2534
2024-01-01 17:10:31.870786,15.59,8.3364
2024-01-01 17:10:38.870786,15.20,8.5372
2024-01-01 17:10:41.870786,15.03,8.6264
2024-01-01 17:10:48.870787,14.65,8.8421
2024-01-01 17:10:51.870787,14.48,8.9379
2024-01-01 17:10:58.870787,14.09,9.1698
2024-01-01 17:11:01.870787,13.93,9.2729
2024-01-01 17:11:08.870787,13.54,9.5227
2024-01-01 17:11:11.870787,13.37,9.6338
2024-01-01 17:11:18.870787,12.99,9.9032
2024-01-01 17:11:21.870787,12.82,10.0231
2024-01-01 17:11:28.870787,12.44,10.3142
2024-01-01 17:11:31.870787,12.27,10.4440
2024-01-01 17:11:38.870787,11.89,10.7592
2024-01-01 17:11:41.870787,11.72,10.8998
2024-01-01 17:11:48.870787,11.34,11.2419
2024-01-01 17:11:51.870787,11.18,11.3947
2024-01-01 17:11:58.870787,10.80,11.7669
2024-01-01 17:12:01.870787,10.64,11.9334
2024-01-01 17:12:08.870787,10.26,12.3395
2024-01-01 17:12:11.870787,10.10,12.5214
2024-01-01 17:12:18.870787,9.72,12.9657
2024-01-01 17:12:21.870787,9.56,13.1651
